Term Name,Subject,Catalog Nbr,Crs Descr,Class Section,Instructor,Total,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Term,Subject,Course Number,Course Description,Class Section,Instructor,Total Enrolled,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Fall 2019,MATH,202,Advanced Calculus,1,"KRAMER, K",27,2,1,3,1,2,2,2,2,0,4,2,2,4,0,2.4
Fall 2019,MATH,202,Advanced Calculus,2,"ROTHENBERG, R",11,0,0,0,2,0,1,2,1,0,1,1,1,2,0,2.066666667
Fall 2019,MATH,220,Discrete Mathematics,2,"TERILLA, J",12,0,3,1,1,1,2,2,0,0,0,0,0,2,0,3.2
Fall 2019,MATH,220,Discrete Mathematics,1,"MILLER, D",21,0,3,1,1,6,1,1,0,0,1,3,2,2,0,2.457894737
Fall 2019,MATH,220,Discrete Mathematics,3,"BERGER, K",11,0,0,0,1,2,1,1,1,0,0,0,3,2,0,1.811111111
Fall 2019,MATH,223,Diff Equa/Num Meth 1,1,"BRAUN, M",31,2,4,4,1,3,1,4,3,0,4,0,4,1,0,2.526666667
Fall 2019,MATH,231,Linear Algebra I,3,"ZAKERI, S",26,5,3,1,5,2,3,2,3,0,0,1,0,1,0,3.116
Fall 2019,MATH,231,Linear Algebra I,9,"PANDAZIS, M",33,0,2,1,3,11,4,1,0,0,1,1,1,6,2,2.816
Fall 2019,MATH,231,Linear Algebra I,10,"RICHMAN, J",33,0,10,2,1,6,3,0,2,0,2,3,3,1,0,2.725
Fall 2019,MATH,231,Linear Algebra I,1,"KAHAN, S",31,2,0,3,0,3,5,2,1,0,2,1,2,10,0,2.504761905
Fall 2019,MATH,231,Linear Algebra I,4,"ADRIAN, M",31,3,3,1,3,2,3,0,5,0,2,0,6,3,0,2.325
Fall 2019,MATH,231,Linear Algebra I,8,"JOSEPH, M",26,0,3,2,2,1,3,5,2,0,2,0,5,1,0,2.24
Fall 2019,MATH,231,Linear Algebra I,2,"OVCHINNIKOV, A",26,3,0,1,0,0,2,2,1,0,5,3,2,7,0,2.063157895
Fall 2019,MATH,231,Linear Algebra I,6,"PASTORE, J",31,0,2,1,1,0,1,2,0,0,3,0,4,16,1,1.957142857
Fall 2019,MATH,231,Linear Algebra I,7,"KOROVESHI, B",25,0,0,1,4,0,5,2,2,0,1,0,7,3,0,1.85
Fall 2019,MATH,231,Linear Algebra I,5,"TERILLA, J",32,0,2,0,0,2,0,1,7,0,2,8,5,5,0,1.544444444
Fall 2019,MATH,241,Intro Prob/Math Stat,11,"LIU, Z",33,4,4,3,1,2,3,2,0,0,3,0,1,10,0,3.052173913
Fall 2019,MATH,241,Intro Prob/Math Stat,9,"JOSEPH, M",26,5,4,2,1,1,4,2,3,0,0,0,3,1,0,2.844
Fall 2019,MATH,241,Intro Prob/Math Stat,6,"ZENG, Q",30,1,2,6,3,3,1,1,2,0,1,3,3,4,0,2.569230769
Fall 2019,MATH,241,Intro Prob/Math Stat,5,"ZENG, Q",31,1,1,3,0,5,3,3,5,0,1,3,1,5,0,2.453846154
Fall 2019,MATH,241,Intro Prob/Math Stat,8,"KOROVESHI, B",25,1,2,2,1,4,0,2,1,0,6,0,2,4,0,2.452380952
Fall 2019,MATH,241,Intro Prob/Math Stat,1,"SISSER, F",48,5,2,4,4,4,2,4,7,0,9,0,7,0,0,2.33125
Fall 2019,MATH,241,Intro Prob/Math Stat,12,"GANGARAM, E",33,3,3,0,4,2,2,1,2,0,2,1,6,7,0,2.280769231
Fall 2019,MATH,241,Intro Prob/Math Stat,2,"MILLER, D",33,0,5,3,3,1,3,3,5,0,2,2,6,0,0,2.254545455
Fall 2019,MATH,241,Intro Prob/Math Stat,7,"KOROVESHI, B",24,2,1,1,3,0,1,2,4,0,4,0,4,2,0,2.168181818
Fall 2019,MATH,241,Intro Prob/Math Stat,4,"RALESCU, S",30,2,1,1,4,1,0,1,1,0,4,0,6,9,0,2.047619048
Fall 2019,MATH,241,Intro Prob/Math Stat,10,"GANGARAM, E",33,2,3,1,0,3,1,4,3,0,5,0,7,4,0,2.037931034
Fall 2019,MATH,241,Intro Prob/Math Stat,3,"RALESCU, S",31,0,2,3,0,0,2,0,0,0,3,0,6,14,1,1.85
Fall 2019,MATH,242,Methods Of Math Statistics,1,"SISSER, F",46,6,5,8,1,7,2,4,7,0,2,0,4,0,0,2.823913043
Fall 2019,MATH,245,Mathematical Models,1,"HANUSA, C",28,2,5,2,1,11,2,1,2,0,1,0,0,1,0,3.151851852
Fall 2019,MATH,310,Elementary Real Analysis,1,"WILSON, S",24,0,4,4,0,2,1,1,3,0,0,0,4,5,0,2.515789474
Fall 2019,MATH,333,Intro Alg Structures,1,"KLOSIN, K",30,3,8,2,1,0,3,0,0,0,3,1,2,6,1,2.995652174
Fall 2019,MATH,333,Intro Alg Structures,2,"TERILLA, J",30,0,5,3,0,2,0,0,9,0,5,0,3,2,1,2.355555556
Fall 2019,MATH,368,Advanced Probability,1,"KAPELNER, A",12,0,2,2,1,0,2,0,0,0,2,0,0,3,0,3.055555556
Fall 2019,MATH,505,Mathematical Problem-Solving.,1,"MILLER, D",34,2,3,6,5,6,6,1,3,0,1,0,0,1,0,3.118181818
Fall 2019,MATH,505,Mathematical Problem-Solving.,2,"LORD, A",25,1,3,2,7,3,3,5,1,0,0,0,0,0,0,3.084
Fall 2019,MATH,518,College Geometry,1,"MARKINSON, M",31,0,3,1,1,6,7,4,3,0,1,0,2,3,0,2.6
Fall 2019,MATH,524,History of Mathematics,1,"LORD, A",16,2,4,0,3,3,1,1,0,0,1,0,0,1,0,3.306666667
Fall 2019,MATH,614,Functions of Real Variables,1,"MILLER, R",10,0,1,1,0,0,0,1,0,0,1,0,1,5,0,2.34
Fall 2019,MATH,617,Number Systems,1,"LEE, D",12,0,2,4,2,0,1,1,0,0,0,0,0,2,0,3.44
Fall 2019,MATH,621,Probability,2,"KAPELNER, A",14,0,2,3,0,3,1,1,1,0,1,0,0,2,0,3.066666667
Fall 2019,MATH,624,Numerical Analysis I.,1,"WILSON, S",15,0,1,3,1,3,2,0,0,0,0,0,0,5,0,3.28
Fall 2019,MATH,6503,VT:Studies In Math,2,"KLOSIN, K",14,1,5,4,2,0,0,0,0,0,0,0,0,2,0,3.783333333
Fall 2019,MATH,114W,Elementary Prob&Stat,1,"FISCHTHAL, A",28,4,3,0,0,2,1,1,1,0,3,2,9,2,0,1.85
Fall 2019,MATH,213W,Math W/Mathematica,1,"HANUSA, C",22,2,4,6,0,1,0,0,0,0,2,1,0,6,0,3.35
Fall 2019,MEDST,100,Media Technologies,1,"MAXWELL, R",98,0,34,10,8,7,7,3,18,0,5,3,2,1,0,3.027835052
Fall 2019,MEDST,100,Media Technologies,2,"ARROYO, B",45,0,12,3,9,7,0,1,2,0,0,0,7,2,2,2.831707317
Fall 2019,MEDST,101,The Contemporary Media,3,"ARROYO, B",41,0,3,9,11,5,0,0,0,0,0,0,1,2,10,3.331034483
Fall 2019,MEDST,101,The Contemporary Media,1,"MONROY, J",50,10,9,4,5,5,2,2,4,0,1,2,3,2,1,3.063829787
Fall 2019,MEDST,101,The Contemporary Media,2,"MONROY, J",41,2,1,4,5,2,0,0,3,0,0,3,3,11,7,2.534782609
Fall 2019,MEDST,103,Interpersonal Communication,2,"FASOS, S",36,1,6,2,7,7,3,1,2,0,2,0,0,3,2,3.138709677
Fall 2019,MEDST,103,Interpersonal Communication,1,"FASOS, S",40,0,6,5,4,7,8,4,5,0,0,0,0,0,1,3.012820513
Fall 2019,MEDST,110,Political Communication,1,"LACY, M",36,0,4,3,4,7,9,2,1,0,0,1,0,2,3,3.006451613
Fall 2019,MEDST,144,Hst Cinema 2 1930-70,1,"TSIKA, N",81,2,15,25,15,11,6,1,2,0,0,0,1,3,0,3.403846154
Fall 2019,MEDST,151,Public Speaking,1,"BERNARD, L",18,1,4,3,1,0,0,0,0,0,0,1,1,7,0,3.218181818
Fall 2019,MEDST,151,Public Speaking,2,"BERNARD, L",16,0,1,4,0,2,0,0,1,2,0,0,1,5,0,2.977777778
Fall 2019,MEDST,200,Principles of Sound and Image,1,"CORNELL, J",94,0,13,14,23,23,6,3,6,0,0,1,1,2,2,3.164444444
Fall 2019,MEDST,222,Intro to Public Relations,1,"FASOS, S",30,0,13,8,4,2,0,0,0,0,0,0,0,3,0,3.733333333
Fall 2019,MEDST,225,Ethnicity in American Media,1,"LACY, M",16,0,3,1,3,4,0,1,0,0,0,0,0,2,2,3.325
Fall 2019,MEDST,240,Styles of Cinema,1,"BUCHSBAUM, J",26,2,1,1,2,0,3,2,1,0,0,0,5,6,3,2.176470588
Fall 2019,MEDST,241,Multimedia,1,"DEFELICE, A",12,0,5,3,1,0,2,0,1,0,0,0,0,0,0,3.483333333
Fall 2019,MEDST,243,Digital Location Vid,1,"BELOFF, Z",16,2,1,4,1,2,0,0,2,0,0,0,1,2,1,3.084615385
Fall 2019,MEDST,243,Digital Location Vid,2,"EHRLICH, M",14,0,2,3,2,3,2,0,1,0,0,0,1,0,0,3.007142857
Fall 2019,MEDST,245,Screenwriting,1,"VETERE, R",28,0,3,8,5,7,1,0,0,0,0,0,1,3,0,3.272
Fall 2019,MEDST,260,Advertising and Marketing,1,"CARVAJAL, J",29,0,3,7,2,11,2,0,1,0,0,0,0,1,2,3.265384615
Fall 2019,MEDST,264,Media Management,1,"CARVAJAL, J",31,3,3,11,4,4,5,1,0,0,0,0,0,0,0,3.409677419
Fall 2019,MEDST,281,Intermediate Studies in Media,1,"RUSHKOFF, D",50,5,38,5,0,0,0,0,0,0,0,0,0,1,1,3.96875
Fall 2019,MEDST,281,Intermediate Studies in Media,4,"GOTS, J",15,4,1,5,3,1,0,0,0,0,0,0,0,0,1,3.671428571
Fall 2019,MEDST,281,Intermediate Studies in Media,2,"DEFELICE, A",15,0,5,3,2,3,0,2,0,0,0,0,0,0,0,3.42
Fall 2019,MEDST,310,VT: Advanced Video Production,1,"EHRLICH, M",11,0,5,0,0,2,1,0,0,0,0,1,1,1,0,2.97
Fall 2019,MEDST,357,"Media, Law, and Ethics",1,"GOULD, D",14,1,1,1,3,1,3,2,0,0,1,1,0,0,0,2.857142857
Fall 2019,MEDST,759,Studies in Communication,2,"RUSHKOFF, D",14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MEDST,201W,Media Criticism,2,"HINOJOS, S",22,0,3,5,4,4,1,1,2,0,1,0,0,1,0,3.161904762
Fall 2019,MEDST,201W,Media Criticism,4,"STRASSFELD, B",24,0,4,4,5,6,2,0,1,0,0,0,2,0,0,3.029166667
Fall 2019,MEDST,201W,Media Criticism,1,"HINOJOS, S",22,1,3,4,0,6,0,1,2,0,1,0,1,2,1,2.989473684
Fall 2019,MEDST,201W,Media Criticism,3,"GROCHOWSKI, T",24,0,1,0,2,3,8,1,1,0,0,2,2,3,1,2.375
Fall 2019,MEDST,320W,"Gender, Sexuality, and Media",2,"STRASSFELD, B",20,0,2,5,4,3,0,1,2,0,0,0,0,1,2,3.235294118
Fall 2019,MEDST,320W,"Gender, Sexuality, and Media",1,"FUQUA, J",13,0,2,2,1,0,2,0,2,0,0,0,1,1,2,2.81
Fall 2019,MEDST,322W,Youth Culture and Media,1,"TSIKA, N",22,0,6,5,5,3,0,2,1,0,0,0,0,0,0,3.390909091
Fall 2019,MEDST,330W,The Music Industry,1,"HERZOG, A",21,2,2,8,3,1,1,0,1,0,0,0,0,1,2,3.511111111
Fall 2019,MEDST,341W,Theory of Film,1,"DAVIS, A",22,0,6,3,3,1,0,1,1,0,1,0,0,4,2,3.375
Fall 2019,MEDST,342W,Special Topics in Genre,1,"CORNELL, J",23,0,12,0,5,1,1,0,0,0,0,0,0,2,2,3.694736842
Fall 2019,MEDST,344W,Vt: Spec Tpcs Natl Cinemas,1,"TSIKA, N",14,0,2,5,4,0,0,0,0,0,0,0,0,2,1,3.609090909
Fall 2019,MEDST,360W,Global Media,1,"BUCHSBAUM, J",14,0,2,0,1,1,1,0,2,0,0,0,0,5,2,3
Fall 2019,MEDST,364W,Advert Consump & Culture,1,"EINSTEIN, M",10,1,0,3,2,0,1,0,0,0,0,0,1,0,2,3.05
Fall 2019,MEDST,381W,Advanced Studies in Media,4,"HERZOG, A",22,2,6,5,0,1,2,0,4,0,0,0,0,0,2,3.345
Fall 2019,MEDST,381W,Advanced Studies in Media,1,"MAXWELL, R",22,0,1,4,6,4,0,4,1,0,0,0,1,1,0,2.942857143
Fall 2019,MEDST,381W,Advanced Studies in Media,2,"LACY, M",10,0,1,0,1,4,2,1,1,0,0,0,0,0,0,2.9
Fall 2019,MES,160,Classical Islamic Lit & Civil,2,"ALGER, A",30,13,3,4,0,1,0,0,1,0,1,0,2,1,4,3.42
Fall 2019,MUSIC,1,Introduction to Music,14,"GOMEZ, S",26,8,7,5,4,1,0,0,1,0,0,0,0,0,0,3.719230769
Fall 2019,MUSIC,1,Introduction to Music,1,"TEEPLE, S",31,8,10,2,4,2,0,2,0,0,0,0,3,0,0,3.329032258
Fall 2019,MUSIC,1,Introduction to Music,10,"ZUAZU BERMEJO, M",24,2,5,3,2,2,1,1,0,0,0,0,2,6,0,3.15
Fall 2019,MUSIC,1,Introduction to Music,12,"PFENDER, J",35,4,6,4,4,3,1,3,1,0,1,0,3,4,1,3.01
Fall 2019,MUSIC,1,Introduction to Music,8,"PFENDER, J",40,5,2,7,5,4,6,2,0,0,1,0,4,4,0,2.913888889
Fall 2019,MUSIC,1,Introduction to Music,11,"CALLIS, C",60,7,8,7,3,11,3,5,7,0,1,4,2,2,0,2.898275862
Fall 2019,MUSIC,1,Introduction to Music,9,"CALLIS, C",65,9,7,5,3,7,3,7,7,0,3,5,5,4,0,2.650819672
Fall 2019,MUSIC,1,Introduction to Music,4,"CALLIS, C",29,1,1,3,3,4,5,0,2,0,3,5,1,1,0,2.45
Fall 2019,MUSIC,1,Introduction to Music,13,"NITZBERG, R",24,0,0,4,0,5,3,0,1,0,0,1,5,5,0,2.152631579
Fall 2019,MUSIC,71,Basic Mus:Ss & Dict,1,"SHIRONISHI, R",21,0,12,4,1,1,0,1,1,0,0,0,1,0,0,3.495238095
Fall 2019,MUSIC,73,Basic Mus:Theory,1,"CHERNOV, E",19,0,1,2,5,3,5,0,1,0,1,0,1,0,0,2.847368421
Fall 2019,MUSIC,74,Basic Mus:Keyboard,1,"CHERNOV, K",15,1,2,4,0,0,4,0,0,0,2,1,1,0,0,2.8
Fall 2019,MUSIC,75,Piano Skills,1,"SHIRONISHI, R",13,0,11,0,0,0,0,0,0,0,0,0,1,1,0,3.666666667
Fall 2019,MUSIC,75,Piano Skills,2,"NITZBERG, R",13,0,1,2,1,3,0,0,0,0,3,1,1,1,0,2.483333333
Fall 2019,MUSIC,100,Recital Attendance,1,"CHERNOV, K",143,0,0,0,0,0,0,0,0,121,0,0,21,1,0,0
Fall 2019,MUSIC,101,Intro Academic Study of Music,1,"NITZBERG, R",13,1,2,0,0,1,3,1,4,0,0,0,1,0,0,2.569230769
Fall 2019,MUSIC,121,Writing about Music,6,"HELLAUER, S",24,1,1,0,5,2,2,0,1,0,0,0,0,11,1,3.158333333
Fall 2019,MUSIC,121,Writing about Music,5,"ZUAZU BERMEJO, M",25,0,7,4,2,3,0,1,2,0,0,0,2,4,0,3.080952381
Fall 2019,MUSIC,121,Writing about Music,3,"JOHN, E",24,1,2,2,2,3,3,0,1,0,0,0,1,9,0,3.006666667
Fall 2019,MUSIC,121,Writing about Music,7,"COHEN, W",25,0,7,0,0,3,3,0,1,0,4,0,1,6,0,2.836842105
Fall 2019,MUSIC,122,Writing Musical Culture,1,"HARTE, C",12,0,4,0,0,0,0,0,0,0,0,0,0,6,2,4
Fall 2019,MUSIC,159,String Ensemble,1,"DAVIS, S",13,3,9,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,MUSIC,167,Group Instruction in Brass,1,"BROWN, W",13,5,6,2,0,0,0,0,0,0,0,0,0,0,0,3.953846154
Fall 2019,MUSIC,171,Sight Singing and Dictation I,2,"SCHOBER, D",12,0,2,2,3,1,2,2,0,0,0,0,0,0,0,3.191666667
Fall 2019,MUSIC,171,Sight Singing and Dictation I,2,"SMALDONE, E",12,0,2,2,3,1,2,2,0,0,0,0,0,0,0,3.191666667
Fall 2019,MUSIC,171,Sight Singing and Dictation I,1,"SCHOBER, D",14,2,0,3,2,2,0,2,1,0,0,1,0,1,0,3.023076923
Fall 2019,MUSIC,172,Sight Singing and Dictation II,2,"PRESTAMO, J",14,2,3,4,4,0,0,0,0,0,0,0,1,0,0,3.428571429
Fall 2019,MUSIC,173,"Harmny, Cntrpt & Kybrd I",2,"ANSON-CARTWRIGHT, M",19,0,4,5,4,1,3,1,0,0,0,0,1,0,0,3.215789474
Fall 2019,MUSIC,173,"Harmny, Cntrpt & Kybrd I",1,"SCHOBER, D",19,1,3,1,2,1,4,2,1,0,0,1,1,2,0,2.805882353
Fall 2019,MUSIC,174,"Harmny, Cntrpt & Kybrd II",1,"NITZBERG, R",16,0,0,1,3,4,2,0,3,0,2,1,0,0,0,2.5875
Fall 2019,MUSIC,244,Baroque Ensemble,1,"AHN, D",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MUSIC,261,Music Child Elem Ed,2,"DELEO, J",23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MUSIC,261,Music Child Elem Ed,3,"DELEO, J",22,4,18,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MUSIC,261,Music Child Elem Ed,5,"SMALDONE, K",22,1,7,5,5,3,0,0,0,0,0,0,0,1,0,3.619047619
Fall 2019,MUSIC,261,Music Child Elem Ed,4,"ROBINSON JR., D",24,0,14,1,0,3,1,0,2,0,0,1,0,2,0,3.472727273
Fall 2019,MUSIC,261,Music Child Elem Ed,6,"CALI, C",22,0,6,5,3,5,0,1,0,0,1,0,0,1,0,3.4
Fall 2019,MUSIC,261,Music Child Elem Ed,1,"JOHN, E",22,6,5,1,2,1,1,2,3,0,1,0,0,0,0,3.286363636
Fall 2019,MUSIC,261,Music Child Elem Ed,7,"CALI, C",22,0,3,5,6,3,0,0,0,0,0,1,1,3,0,3.173684211
Fall 2019,MUSIC,268,The School Choral Program,1,"RUBINSTEIN, E",10,0,4,4,1,1,0,0,0,0,0,0,0,0,0,3.71
Fall 2019,MUSIC,269,Schl Instrument Prog,1,"DAVIS, S",10,0,4,1,2,2,1,0,0,0,0,0,0,0,0,3.5
Fall 2019,MUSIC,270,Conducting I,1,"RUBINSTEIN, E",13,0,7,2,1,2,0,0,0,0,0,1,0,0,0,3.515384615
Fall 2019,MUSIC,271,Sight Singing/Dict III,1,"CHERNOV, E",10,0,4,2,1,0,1,0,1,0,1,0,0,0,0,3.31
Fall 2019,MUSIC,272,Sight Singing and Dictation IV,2,"DOYLE, D",10,0,1,2,0,7,0,0,0,0,0,0,0,0,0,3.24
Fall 2019,MUSIC,272,Sight Singing and Dictation IV,2,"KNABLE, S",10,0,1,2,0,7,0,0,0,0,0,0,0,0,0,3.24
Fall 2019,MUSIC,272,Sight Singing and Dictation IV,1,"KNABLE, S",12,0,4,0,1,4,0,3,0,0,0,0,0,0,0,3.183333333
Fall 2019,MUSIC,273,"Hrmny, Cntrpt & Kybrd Skls III",2,"PRESTAMO, J",16,1,3,1,2,2,5,0,0,0,2,0,0,0,0,3.075
Fall 2019,MUSIC,274,"Hrmny, Cntrpt & Kybrd Skls IV",1,"CHERNOV, E",12,0,1,4,0,2,3,1,1,0,0,0,0,0,0,3.1
Fall 2019,MUSIC,274,"Hrmny, Cntrpt & Kybrd Skls IV",2,"NITZBERG, R",10,0,1,0,0,0,2,1,3,0,2,1,0,0,0,2.21
Fall 2019,MUSIC,282,Vt: Srvy Rptry Maj Instr & Vce,6,"OVERHOLT, S",15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MUSIC,314,Recording Studio Fundamentals,1,"CALANDRA, P",12,0,9,0,0,0,0,0,0,0,1,0,0,2,0,3.77
Fall 2019,MUSIC,318,Digital Recording I,1,"MCELWAINE, J",10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3.97
Fall 2019,MUSIC,366,Sem Tchg Music:Seys,1,"HARRIS, E",13,0,2,5,4,2,0,0,0,0,0,0,0,0,0,3.515384615
Fall 2019,MUSIC,371,Intnsve Sight Sing & Dctatn I,1,"DOYLE, D",11,1,2,1,1,4,1,0,0,0,0,0,0,1,0,3.37
Fall 2019,MUSIC,373,"Hrmny, Cntrpt & Kybrd Skls V",2,"ANSON-CARTWRIGHT, M",10,1,1,4,2,1,0,1,0,0,0,0,0,0,0,3.47
Fall 2019,MUSIC,374,20 C Techniques 1,1,"SAYLOR, B",18,7,9,2,0,0,0,0,0,0,0,0,0,0,0,3.966666667
Fall 2019,MUSIC,377,Musical Form and Analysis,1,"ANSON-CARTWRIGHT, M",20,0,5,6,4,3,0,0,0,0,0,0,0,1,1,3.577777778
Fall 2019,MUSIC,381,Arrang/Compos Schl Ens,1,"KNABLE, S",15,4,1,4,1,2,3,0,0,0,0,0,0,0,0,3.48
Fall 2019,MUSIC,661,Group Instruction in Upper Str,1,"TASOPOULOS, A",10,0,6,3,0,0,0,0,0,0,0,0,0,1,0,3.9
Fall 2019,MUSIC,668,Group Instruction in Percussio,1,"BLANCO, A",10,7,0,2,0,0,0,0,0,0,0,0,0,1,0,3.933333333
Fall 2019,MUSIC,670,Advanced Conducting,1,"NICHOLSON, G",13,0,12,1,0,0,0,0,0,0,0,0,0,0,0,3.976923077
Fall 2019,MUSIC,689,Topics In Music Education,1,"DAVIS, S",20,1,10,3,0,0,0,0,0,0,0,0,0,1,5,3.935714286
Fall 2019,MUSIC,773,Topics in the History of Music,2,"HARTE, C",12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MUSIC,792,Orchestra,1,"DIPONIO, J",12,0,8,2,1,0,0,0,0,0,0,0,0,1,0,3.881818182
Fall 2019,MUSIC,792,Orchestra,1,"POWELL, M",12,0,8,2,1,0,0,0,0,0,0,0,0,1,0,3.881818182
Fall 2019,MUSIC,1561,Queens College Choral Society,1,"JOHN, J",62,7,33,11,2,0,0,0,0,0,0,0,0,4,5,3.911320755
Fall 2019,MUSIC,2531,Symphonic Wind Ensemble,1,"FLANDERS, E",39,1,26,7,3,0,0,0,0,0,0,0,1,1,0,3.784210526
Fall 2019,MUSIC,2551,Chamber Mus or Small Ensemble,1,"RITT, M",23,2,19,1,1,0,0,0,0,0,0,0,0,0,0,3.956521739
Fall 2019,MUSIC,2561,Opera Studio,1,"FIORI, G",16,5,10,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,MUSIC,2561,Opera Studio,1,"HASTINGS, E",16,5,10,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,MUSIC,2561,Opera Studio,1,"KIM, Y",16,5,10,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,MUSIC,2571,Ensmbl Rlatd Instrmnts,1,"JOLLEY, D",10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3.97
Fall 2019,MUSIC,2571,Ensmbl Rlatd Instrmnts,5,"ANDERSON, W",10,3,6,0,0,1,0,0,0,0,0,0,0,0,0,3.9
Fall 2019,MUSIC,2581,Concert Choir,1,"RUBINSTEIN, E",29,4,16,4,0,1,1,1,1,0,0,1,0,0,0,3.648275862
Fall 2019,MUSIC,2591,Orchestra,1,"DIPONIO, J",42,0,27,11,2,1,1,0,0,0,0,0,0,0,0,3.833333333
Fall 2019,MUSIC,2591,Orchestra,1,"POWELL, M",42,0,27,11,2,1,1,0,0,0,0,0,0,0,0,3.833333333
Fall 2019,MUSIC,3561,Vocal Ensemble,1,"JOHN, J",21,3,12,1,0,0,0,0,0,0,0,0,0,0,5,3.98125
Fall 2019,MUSIC,7772,Baroque,1,"AHN, D",18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,MUSIC,246W,Music History I,1,"POWERS, W",18,3,2,3,2,6,1,0,0,0,0,0,1,0,0,3.244444444
Fall 2019,MUSIC,247W,Music History II,1,"AHN, D",16,0,1,5,1,5,3,0,1,0,0,0,0,0,0,3.18125
Fall 2019,MUSIC,346W,Music Hist III,1,"HENSON, K",13,1,3,1,2,1,2,0,2,0,0,0,0,0,1,3.225
Fall 2019,MUSIC,347W,Music Hist IV,1,"ORENSTEIN, A",17,0,0,2,1,0,5,3,2,0,2,0,0,1,1,2.566666667
Fall 2019,PERM,4993,Permit To Cuny Coll,HUNT,,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0
Fall 2019,PERM,4994,Permit To Cuny Coll,QBCC,,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
Fall 2019,PHIL,101,Introduction to Philosophy,14,"LEITES, E",20,0,19,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,PHIL,101,Introduction to Philosophy,9,"POLISH, J",30,0,13,7,2,2,1,0,0,0,0,0,0,0,5,3.728
Fall 2019,PHIL,101,Introduction to Philosophy,3,"POLISH, J",26,0,9,9,4,1,0,0,0,0,0,0,0,2,1,3.717391304
Fall 2019,PHIL,101,Introduction to Philosophy,7,"POLISH, J",33,0,8,16,3,1,0,2,0,0,0,0,0,1,2,3.623333333
Fall 2019,PHIL,101,Introduction to Philosophy,13,"PAPIGIOTIS, A",25,3,3,10,5,3,0,0,0,0,0,0,0,0,1,3.604166667
Fall 2019,PHIL,101,Introduction to Philosophy,4,"OSTLING, J",31,8,6,3,4,5,1,0,0,0,1,0,0,2,1,3.560714286
Fall 2019,PHIL,101,Introduction to Philosophy,11,"DONATO, A",33,1,9,11,4,3,1,2,0,0,0,0,0,1,1,3.55483871
Fall 2019,PHIL,101,Introduction to Philosophy,12,"DONATO, A",28,0,3,8,6,2,4,1,0,0,0,2,0,1,1,3.173076923
Fall 2019,PHIL,101,Introduction to Philosophy,2,"MICELI, S",30,0,5,4,3,5,7,0,1,0,0,0,3,1,1,2.878571429
Fall 2019,PHIL,101,Introduction to Philosophy,8,"TAHA, W",35,0,2,5,4,6,2,5,0,0,7,0,0,2,2,2.790322581
Fall 2019,PHIL,101,Introduction to Philosophy,6,"TAHA, W",35,1,0,4,3,6,3,3,5,0,2,3,1,2,2,2.519354839
Fall 2019,PHIL,101,Introduction to Philosophy,10,"TAHA, W",29,0,1,5,1,4,0,0,3,0,4,2,2,3,4,2.390909091
Fall 2019,PHIL,101,Introduction to Philosophy,5,"O'CONNOR, P",22,0,1,0,0,3,3,3,8,0,1,1,1,1,0,2.223809524
Fall 2019,PHIL,104,Introduction to Ethics,1,"LEITES, E",20,1,17,0,0,0,0,0,0,0,0,0,0,2,0,4
Fall 2019,PHIL,104,Introduction to Ethics,2,"OSTLING, J",33,10,12,6,2,0,0,0,0,0,0,0,0,1,2,3.893333333
Fall 2019,PHIL,104,Introduction to Ethics,3,"DOUKHAN, A",25,1,9,4,2,3,1,0,0,0,1,0,0,1,3,3.561904762
Fall 2019,PHIL,104,Introduction to Ethics,5,"PUGLISI, M",30,1,5,1,1,5,4,0,1,0,0,2,3,7,0,2.643478261
Fall 2019,PHIL,109,Modern Logic,1,"ZYGLEWICZ, T",12,3,1,2,0,1,2,0,0,0,2,0,0,0,1,3.2
Fall 2019,PHIL,109,Modern Logic,4,"TWOMEY, R",25,7,1,0,3,2,0,3,2,0,0,1,0,4,2,3.147368421
Fall 2019,PHIL,109,Modern Logic,5,"FRIEDLAND, L",25,6,5,0,2,3,0,1,1,0,0,4,1,2,0,2.952173913
Fall 2019,PHIL,109,Modern Logic,3,"NG, S",24,2,2,1,3,3,6,4,0,0,0,0,1,2,0,2.909090909
