Term Name,Subject,Catalog Nbr,Crs Descr,Class Section,Instructor,Total,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Term,Subject,Course Number,Course Description,Class Section,Instructor,Total Enrolled,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Fall 2019,CSCI,715,Distributed Computing,14,"FLUTURE, S",10,2,2,1,2,1,0,0,0,0,0,0,0,0,2,3.6625
Fall 2019,CSCI,722,Computability and Complexity,31,"YUKAWA, K",22,0,0,1,0,2,4,5,2,0,1,0,1,6,0,2.35625
Fall 2019,DANCE,150,Introduction to Dance,4,"WEBB, C",25,3,19,2,0,0,0,0,0,0,0,0,1,0,0,3.816
Fall 2019,DANCE,150,Introduction to Dance,3,"WEBB, C",24,0,20,2,0,0,0,0,1,0,1,0,0,0,0,3.795833333
Fall 2019,DANCE,150,Introduction to Dance,2,"WEBB, C",30,4,19,2,0,3,1,0,0,0,1,0,0,0,0,3.76
Fall 2019,DANCE,150,Introduction to Dance,1,"FITTANTE, C",25,1,11,7,0,4,1,0,0,0,0,0,0,1,0,3.691666667
Fall 2019,DANCE,151,Dance And Culture,1,"LOVE, L",30,0,15,10,3,2,0,0,0,0,0,0,0,0,0,3.763333333
Fall 2019,DANCE,160,Modern Dance I,1,"RUSSO, D",28,10,1,2,2,1,1,0,1,0,1,1,2,6,0,3.109090909
Fall 2019,DANCE,161,Ballet I,1,"FITTANTE, C",30,2,9,9,3,1,1,1,0,0,0,0,1,2,1,3.525925926
Fall 2019,DANCE,168,Tap I,1,"DAVIS, M",20,4,9,0,3,0,0,0,1,0,0,1,1,1,0,3.415789474
Fall 2019,DANCE,259,Analysis of Dance Movement,1,"CARSTENS, M",19,1,6,2,4,1,1,0,2,0,0,1,0,1,0,3.294444444
Fall 2019,DANCE,262,Dance Techniques of Africa II,1,"LOVE, L",11,0,8,1,0,0,0,0,0,0,1,0,0,1,0,3.74
Fall 2019,DANCE,272,Music for Movement,1,"FITTANTE, C",14,0,7,3,1,0,0,1,0,0,1,0,0,0,1,3.569230769
Fall 2019,DANCE,3803,Dance Production,1,"CRITCHELL, Y",12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,DANCE,350W,Time & Dance Image In U.S. I,2,"RUSSO, D",17,3,5,2,1,3,1,1,1,0,0,0,0,0,0,3.452941176
Fall 2019,DATA,205,Introductory Analytics,1,"PROTASH, W",96,9,18,13,7,6,10,4,8,0,8,5,0,7,1,3.045454545
Fall 2019,DATA,205,Introductory Analytics,7,"AMENT, J",15,2,2,1,1,2,2,1,0,0,0,1,1,2,0,2.9
Fall 2019,DATA,205,Introductory Analytics,5,"ALEXIOU, N",25,0,2,5,0,1,2,6,4,0,0,0,0,3,2,2.835
Fall 2019,DATA,205,Introductory Analytics,4,"FURNARI, J",21,0,0,4,2,4,3,2,1,0,0,3,0,2,0,2.689473684
Fall 2019,DATA,205,Introductory Analytics,3,"CHELLIAH, B",25,1,1,2,1,3,0,2,3,0,2,4,0,5,1,2.405263158
Fall 2019,DATA,205,Introductory Analytics,2,"GONZALEZ, A",24,2,1,0,1,3,3,1,1,0,1,6,1,4,0,2.22
Fall 2019,DATA,205,Introductory Analytics,6,"GRAIG, E",24,0,1,2,3,2,0,1,0,0,0,3,3,9,0,2.173333333
Fall 2019,DATA,205,Introductory Analytics,1A,"PROTASH, W",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1A,"VAN DER NAALD, J",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1B,"PROTASH, W",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1B,"SODHI, D",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1C,"PARVIN, M",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1C,"PROTASH, W",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1D,"PROTASH, W",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,1D,"SHIN, S",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,2A,"GONZALEZ, A",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,3A,"CHELLIAH, B",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,DATA,205,Introductory Analytics,4A,"FURNARI, J",21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Fall 2019,DATA,205,Introductory Analytics,5A,"ALEXIOU, N",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,DATA,205,Introductory Analytics,6A,"GRAIG, E",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,205,Introductory Analytics,7A,"AMENT, J",15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Fall 2019,DATA,306,Data Analysis and Modeling,1,"XU, H",10,2,1,0,1,2,0,0,0,0,0,0,0,2,2,3.55
Fall 2019,DATA,333,"Data Mngt, Processing, & Vis",1,"TURNER, B",10,4,0,2,0,0,0,0,0,0,0,1,0,3,0,3.485714286
Fall 2019,DATA,334,Applied Research,4,"HABIBULLA, N",14,7,3,2,0,1,1,0,0,0,0,0,0,0,0,3.792857143
Fall 2019,DATA,334,Applied Research,5,"RHINDRESS, M",19,0,4,10,3,1,1,0,0,0,0,0,0,0,0,3.610526316
Fall 2019,DATA,334,Applied Research,2,"PASCARELLA, J",47,8,11,13,5,2,2,0,3,0,0,1,0,2,0,3.533333333
Fall 2019,DATA,334,Applied Research,1,"KEEM, M",20,4,3,1,4,1,1,1,0,0,0,1,0,4,0,3.36875
Fall 2019,DATA,334,Applied Research,1A,"KEEM, M",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,DATA,334,Applied Research,2A,"HOSSAIN, N",22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Fall 2019,DATA,334,Applied Research,2B,"ISSEVENLER, T",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,DATA,334,Applied Research,2B,"PASCARELLA, J",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,DATA,334,Applied Research,4A,"HABIBULLA, N",14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
Fall 2019,DATA,334,Applied Research,5A,"RHINDRESS, M",19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
Fall 2019,DATA,702,Sociological Theory,1,"GOMEZ, C",16,2,9,3,1,1,0,0,0,0,0,0,0,0,0,3.8375
Fall 2019,DATA,710,Basic Analytics,1,"HOSSAIN, N",19,3,5,4,1,1,1,0,0,0,0,0,0,1,3,3.72
Fall 2019,DATA,710,Basic Analytics,1,"VESSELINOV, E",19,3,5,4,1,1,1,0,0,0,0,0,0,1,3,3.72
Fall 2019,DATA,712,Advanced Analytics,1,"COHEN, J",15,2,2,8,1,2,0,0,0,0,0,0,0,0,0,3.66
Fall 2019,DATA,716,Prof Writ&Comm Social Research,1,"HAEHLEN, G",16,4,11,0,0,0,0,0,0,0,0,0,0,0,1,4
Fall 2019,DATA,734,Appl Soc Rsrch Marketing I,1,"RHINDRESS, M",12,1,9,1,1,0,0,0,0,0,0,0,0,0,0,3.916666667
Fall 2019,DATA,755,Applied Social Research II,1,"CATSAMBIS, S",15,3,4,3,3,0,1,0,0,0,0,0,0,0,1,3.692857143
Fall 2019,DATA,765,Special Topics Research Method,1,"TURNER, B",20,2,7,5,2,2,1,0,0,0,0,0,0,1,0,3.673684211
Fall 2019,DATA,790,Vt:Sem Select Topics,2,"TOMS, K",12,7,2,0,0,0,0,0,0,0,0,0,0,1,2,4
Fall 2019,DATA,212W,Research Methods,10,"SELIGSON, J",26,1,13,4,0,1,1,0,1,0,0,0,3,2,0,3.270833333
Fall 2019,DATA,212W,Research Methods,3,"BOUNDS, A",52,0,10,5,8,12,4,2,3,0,1,0,0,7,0,3.2
Fall 2019,DATA,212W,Research Methods,6,"TANG, J",20,6,2,1,1,2,1,1,2,0,0,1,1,2,0,3.055555556
Fall 2019,DATA,212W,Research Methods,1,"FURNARI, J",20,0,4,3,0,3,0,3,2,0,1,0,1,3,0,2.864705882
Fall 2019,DATA,212W,Research Methods,1,"LEWIS, P",20,0,4,3,0,3,0,3,2,0,1,0,1,3,0,2.864705882
Fall 2019,DATA,212W,Research Methods,7,"SEPE, S",26,2,2,2,0,6,0,1,2,0,0,3,1,6,1,2.668421053
Fall 2019,DATA,212W,Research Methods,8,"STRICKLAND, S",24,0,4,2,0,3,2,2,2,0,4,3,1,0,1,2.443478261
Fall 2019,DATA,212W,Research Methods,2,"CAPETANOS, A",19,0,3,1,3,2,1,0,1,0,2,3,2,1,0,2.372222222
Fall 2019,DATA,212W,Research Methods,10A,"SELIGSON, J",26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Fall 2019,DATA,212W,Research Methods,1A,"FURNARI, J",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,DATA,212W,Research Methods,1A,"LEWIS, P",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,DATA,212W,Research Methods,2A,"CAPETANOS, A",19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
Fall 2019,DATA,212W,Research Methods,3A,"BOUNDS, A",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,DATA,212W,Research Methods,3A,"EMRICH, J",25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
Fall 2019,DATA,212W,Research Methods,3B,"BARNETT, J",26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Fall 2019,DATA,212W,Research Methods,3B,"BOUNDS, A",26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Fall 2019,DATA,212W,Research Methods,6A,"TANG, J",20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Fall 2019,DATA,212W,Research Methods,7A,"SEPE, S",26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
Fall 2019,DATA,212W,Research Methods,8A,"EMRICH, J",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DATA,212W,Research Methods,8A,"STRICKLAND, S",24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Fall 2019,DRAM,1,Intro Dram And Theat,1,"PELSUE, R",25,11,9,0,0,3,0,0,0,0,0,0,0,2,0,3.869565217
Fall 2019,DRAM,1,Intro Dram And Theat,5,"HAZAS, T",18,1,6,1,2,2,1,0,0,0,0,0,0,3,2,3.615384615
Fall 2019,DRAM,1,Intro Dram And Theat,2,"FARRINGTON, K",30,5,11,4,4,3,1,0,1,0,0,0,1,0,0,3.523333333
Fall 2019,DRAM,1,Intro Dram And Theat,4,"COMFORT, G",29,0,6,10,8,3,1,1,0,0,0,0,0,0,0,3.496551724
Fall 2019,DRAM,1,Intro Dram And Theat,3,"FARRINGTON, K",30,3,4,5,4,3,2,2,1,0,0,0,0,6,0,3.3625
Fall 2019,DRAM,100,Introduction to Acting,12,"PRICE, E",35,7,24,2,0,0,0,0,0,0,0,0,0,2,0,3.981818182
Fall 2019,DRAM,100,Introduction to Acting,10,"PRICE, E",35,15,19,0,0,1,0,0,0,0,0,0,0,0,0,3.971428571
Fall 2019,DRAM,100,Introduction to Acting,8,"SCHWAB, K",22,3,16,1,1,0,0,0,0,0,0,0,0,1,0,3.952380952
Fall 2019,DRAM,100,Introduction to Acting,1,"SCHWAB, K",36,2,28,5,0,1,0,0,0,0,0,0,0,0,0,3.930555556
Fall 2019,DRAM,100,Introduction to Acting,4,"HAZAS, T",34,0,27,2,3,0,0,0,1,0,0,0,0,0,1,3.857575758
Fall 2019,DRAM,100,Introduction to Acting,5,"NELSON, R",35,1,27,4,0,2,0,0,0,0,0,0,1,0,0,3.794285714
Fall 2019,DRAM,100,Introduction to Acting,9,"BOYD, J",20,5,7,5,1,0,2,0,0,0,0,0,0,0,0,3.76
Fall 2019,DRAM,100,Introduction to Acting,7,"NELSON, R",24,0,17,3,2,1,0,0,0,0,0,0,1,0,0,3.695833333
Fall 2019,DRAM,100,Introduction to Acting,2,"HAZAS, T",35,0,18,3,7,1,0,1,0,0,2,0,0,3,0,3.590625
Fall 2019,DRAM,100,Introduction to Acting,11,"BOYD, J",35,5,9,8,2,6,1,2,0,0,0,0,0,2,0,3.560606061
Fall 2019,DRAM,100,Introduction to Acting,14,"COX-EVANS, C",35,2,14,6,5,0,1,1,1,1,0,0,1,2,1,3.538709677
Fall 2019,DRAM,100,Introduction to Acting,6,"COMFORT, G",35,0,8,11,9,2,1,3,1,0,0,0,0,0,0,3.428571429
Fall 2019,DRAM,100,Introduction to Acting,13,"COX-EVANS, C",35,1,10,7,8,3,2,0,0,0,0,0,2,2,0,3.354545455
Fall 2019,DRAM,111,Introduction to Theater Design,1,"BOVENZI, E",30,8,12,2,3,1,0,0,0,0,0,0,0,4,0,3.857692308
Fall 2019,DRAM,115,Intro Tech Theatre,1,"GRIFFITH, W",20,1,0,2,4,1,3,0,1,0,0,1,1,6,0,2.764285714
Fall 2019,DRAM,120,Intro to Dramatic Literature,1,"TIMMEL, L",25,1,6,4,1,2,4,1,0,0,0,0,0,6,0,3.431578947
Fall 2019,DRAM,121,Acting I,1,"ROWE, S",23,0,16,3,0,0,0,0,2,0,0,0,0,2,0,3.766666667
Fall 2019,DRAM,121,Acting I,3,"DOLMAN, C",24,0,8,6,4,1,1,0,2,0,0,1,0,1,0,3.395652174
Fall 2019,DRAM,201,History of World Theater I,2,"HEALEY, M",15,0,4,2,1,3,2,1,1,0,0,1,0,0,0,3.093333333
Fall 2019,DRAM,222,Acting II,1,"ROWE, S",15,0,9,0,3,1,2,0,0,0,0,0,0,0,0,3.62
Fall 2019,DRAM,222,Acting II,2,"FELDSTEIN, C",12,0,3,4,3,0,0,0,0,0,1,0,0,1,0,3.490909091
Fall 2019,DRAM,225,Voice & Artic For Actor,1,"HAZAS, T",17,0,9,1,1,1,1,1,0,0,1,0,0,1,1,3.513333333
Fall 2019,DRAM,227,Phys Trainingfor the Actor I,2,"CRITCHELL, Y",14,2,5,4,1,1,0,0,0,0,0,0,0,1,0,3.776923077
Fall 2019,DRAM,231,Directing I,2,"PELSUE, R",20,2,13,3,0,0,0,0,0,0,0,0,0,2,0,3.95
Fall 2019,DRAM,303,Dramatic Literature 1880-1980,1,"HAUPTMAN, I",11,0,2,4,0,2,0,1,0,0,0,0,1,1,0,3.11
Fall 2019,DRAM,3903,Vt:Sp Prob Dram/Thea,2,"DOLMAN, C",10,0,3,2,1,1,1,1,0,0,1,0,0,0,0,3.24
Fall 2019,EAST,131,Introduction to Modern Japan,1,"FUJIMOTO, M",21,6,3,2,0,1,2,0,0,0,0,0,2,5,0,3.2375
Fall 2019,EAST,132,Civilization of Korea,1,"HAN, N",15,2,2,3,2,0,1,2,0,0,0,1,0,2,0,3.230769231
Fall 2019,EAST,152,Korean Lit In Trans,1,"KIM, J",32,3,12,4,4,1,2,1,1,0,0,0,1,3,0,3.472413793
Fall 2019,EAST,230,East Asian Civilization I,1,"YOUNG, S",16,1,4,3,0,3,2,1,0,0,1,0,0,1,0,3.3
Fall 2019,EAST,235,East Asian Civilization II,1,"CHUNG, T",13,4,7,0,1,1,0,0,0,0,0,0,0,0,0,3.869230769
Fall 2019,EAST,250,Modern Chinese Fiction Trans,2,"HARTMANN, N",29,0,6,7,6,2,6,1,0,0,0,0,0,1,0,3.364285714
Fall 2019,EAST,250,Modern Chinese Fiction Trans,1,"HARTMANN, N",30,0,4,7,6,4,3,1,1,0,1,0,1,0,2,3.135714286
Fall 2019,EAST,251,Mod Jpns Fict:Transl,1,"MIYAJIMA, K",32,4,17,2,3,1,0,0,0,0,2,0,0,3,0,3.713793103
Fall 2019,EAST,253,Contemporary Chinese Film,1,"ZHANG, J",28,3,15,5,3,1,0,0,0,0,0,0,0,1,0,3.82962963
Fall 2019,EAST,130W,East Asian Religion,1,"YOUNG, S",21,1,1,6,4,1,1,0,1,0,1,0,0,4,1,3.3
Fall 2019,ECON,100,Economics and Society,1,"WEINMAN, A",43,2,6,5,5,4,7,6,3,0,0,1,0,4,0,3.043589744
Fall 2019,ECON,101,Introduction to Macroeconomics,6,"ASIF, S",48,0,2,10,15,7,7,1,3,0,0,0,1,1,1,3.102173913
Fall 2019,ECON,101,Introduction to Macroeconomics,9,"DVALISHVILI, A",40,6,8,3,2,2,2,5,3,0,1,3,2,3,0,2.9
Fall 2019,ECON,101,Introduction to Macroeconomics,8,"MALIN, S",40,2,2,5,5,4,6,3,5,0,3,0,2,1,2,2.735135135
Fall 2019,ECON,101,Introduction to Macroeconomics,17,"RISKIN, C",41,0,6,2,4,4,8,2,4,0,5,3,0,3,0,2.692105263
Fall 2019,ECON,101,Introduction to Macroeconomics,12,"MA, Z",46,2,2,4,5,6,4,7,3,0,3,2,3,5,0,2.568292683
Fall 2019,ECON,101,Introduction to Macroeconomics,18,"BRADBURY, M",90,0,15,11,4,10,12,3,3,0,6,8,9,9,0,2.560493827
Fall 2019,ECON,101,Introduction to Macroeconomics,1,"ABREU, D",84,5,11,8,9,7,7,9,0,1,2,6,15,4,0,2.446835443
Fall 2019,ECON,101,Introduction to Macroeconomics,15,"AKSU, E",29,4,0,2,2,3,6,3,1,0,1,2,4,1,0,2.421428571
Fall 2019,ECON,101,Introduction to Macroeconomics,3,"ARROYO ABAD, A",45,0,4,3,1,8,6,2,12,0,0,0,5,4,0,2.419512195
Fall 2019,ECON,101,Introduction to Macroeconomics,14,"REZVANI, F",96,5,6,4,6,8,11,7,8,0,9,8,11,12,1,2.261445783
Fall 2019,ECON,101,Introduction to Macroeconomics,4,"HWANG, D",46,2,1,4,3,0,4,4,4,1,6,10,3,4,0,2.070731707
Fall 2019,ECON,101,Introduction to Macroeconomics,13,"MICHEL, R",46,0,3,1,5,7,0,0,3,0,5,10,5,4,3,1.992307692
Fall 2019,ECON,102,Introduction to Microeconomics,8,"POUREBRAHIMI ANDOUHJERDI, A",45,21,7,4,3,3,3,0,0,0,0,0,0,4,0,3.751219512
Fall 2019,ECON,102,Introduction to Microeconomics,4,"CHEN, M",43,3,6,3,6,5,5,3,4,0,0,0,5,2,1,2.7575
Fall 2019,ECON,102,Introduction to Microeconomics,1,"BELFIELD, C",193,8,18,25,27,34,23,6,19,1,5,8,15,4,0,2.755319149
Fall 2019,ECON,102,Introduction to Microeconomics,5,"HULL, G",94,0,4,16,13,9,10,6,8,0,4,7,5,12,0,2.630487805
Fall 2019,ECON,102,Introduction to Microeconomics,6,"BELFIELD, C",25,0,7,2,0,6,0,0,2,0,0,0,5,3,0,2.609090909
Fall 2019,ECON,102,Introduction to Microeconomics,13,"ZHAO, Y",92,4,6,5,11,13,17,6,4,1,9,9,4,3,0,2.565909091
Fall 2019,ECON,102,Introduction to Microeconomics,2,"SHIH, K",91,4,5,9,8,8,9,13,6,0,14,4,7,3,1,2.456321839
Fall 2019,ECON,102,Introduction to Microeconomics,3,"SHIH, K",91,5,3,8,7,10,10,14,12,0,3,5,10,4,0,2.390804598
Fall 2019,ECON,102,Introduction to Microeconomics,7,"PAIZIS, A",47,2,1,2,1,9,2,8,5,1,3,6,4,3,0,2.2
Fall 2019,ECON,102,Introduction to Microeconomics,14,"FRANKO, L",45,2,0,4,5,3,5,3,6,1,2,6,6,2,0,2.145238095
Fall 2019,ECON,102,Introduction to Microeconomics,12,"WU LOHEZ, D",40,0,4,2,0,1,5,0,10,0,9,4,2,3,0,2.140540541
Fall 2019,ECON,102,Introduction to Microeconomics,11,"WARD, C",45,0,4,3,3,1,1,6,0,0,9,9,2,2,5,2.126315789
Fall 2019,ECON,102,Introduction to Microeconomics,9,"CANDELO-LONDONO, N",95,2,3,4,4,5,7,5,7,0,8,18,26,6,0,1.561797753
Fall 2019,ECON,102,Introduction to Microeconomics,10,"CANDELO-LONDONO, N",95,1,0,2,9,0,4,4,7,0,5,17,34,12,0,1.212048193
Fall 2019,ECON,201,Macro-Economic Analysis,1,"ABREU, D",47,2,5,5,3,1,3,4,6,0,6,0,4,8,0,2.535897436
Fall 2019,ECON,201,Macro-Economic Analysis,6,"TSENG, J",45,2,3,2,6,3,5,5,6,0,3,7,1,2,0,2.448837209
Fall 2019,ECON,201,Macro-Economic Analysis,3,"ORTEGA, F",96,6,12,12,8,3,3,5,9,1,3,1,23,9,1,2.3
Fall 2019,ECON,201,Macro-Economic Analysis,4,"ORTEGA, F",169,11,8,13,8,13,10,11,12,0,4,0,54,24,1,1.893055556
Fall 2019,ECON,202,Price Theory,1,"BELFIELD, C",101,8,17,16,15,15,9,6,5,0,2,3,3,2,0,3.113131313
Fall 2019,ECON,202,Price Theory,2,"CHEN, M",45,3,4,3,7,12,5,5,3,0,0,0,2,1,0,2.936363636
Fall 2019,ECON,202,Price Theory,3,"DEVEREUX, J",91,0,6,5,5,3,12,9,14,0,0,12,15,9,1,1.988888889
Fall 2019,ECON,202,Price Theory,4,"ROFF, J",74,2,3,2,3,7,1,4,15,0,7,3,18,9,0,1.770769231
Fall 2019,ECON,204,Int'L Polit Econ,1,"BRADBURY, M",31,2,8,10,2,6,0,0,0,0,0,1,0,2,0,3.537931034
Fall 2019,ECON,207,Comp Econ & Fin Syst,2,"GURWITZ, A",29,0,2,2,5,5,9,4,2,0,0,0,0,0,0,2.910344828
Fall 2019,ECON,207,Comp Econ & Fin Syst,1,"BALSAM, K",16,1,3,0,0,2,1,1,3,0,1,0,0,4,0,2.891666667
Fall 2019,ECON,212,Economic Probs Lat Am,1,"FELICIANO, Z",45,1,10,5,6,8,3,2,1,0,2,3,0,2,2,3.107317073
Fall 2019,ECON,213,Economics of the Labor Force,1,"BALSAM, K",15,0,1,0,1,1,1,2,0,0,1,0,0,8,0,2.757142857
Fall 2019,ECON,213,Economics of the Labor Force,2,"RODRIGUEZ-PLANAS, N",30,4,2,4,1,0,2,4,0,0,3,4,0,5,1,2.741666667
Fall 2019,ECON,215,Money and Banking,6,"WU, T",34,3,4,0,9,1,0,8,1,0,2,6,0,0,0,2.661764706
Fall 2019,ECON,215,Money and Banking,7,"BALSAM, K",28,1,1,1,2,1,3,1,5,0,0,4,0,8,1,2.405263158
Fall 2019,ECON,215,Money and Banking,9,"WU LOHEZ, D",47,0,4,5,3,3,8,7,5,0,3,4,4,1,0,2.395652174
Fall 2019,ECON,215,Money and Banking,8,"WU LOHEZ, D",45,0,3,3,4,4,8,3,8,0,1,6,2,3,0,2.392857143
Fall 2019,ECON,215,Money and Banking,2,"DEBORA, D",45,0,2,4,3,7,6,2,7,0,5,3,4,2,0,2.325581395
Fall 2019,ECON,215,Money and Banking,1,"DEBORA, D",45,0,1,4,1,4,10,1,6,0,7,6,1,2,2,2.275609756
Fall 2019,ECON,215,Money and Banking,3,"FRANKO, L",24,0,1,2,1,4,0,1,1,0,2,2,2,8,0,2.275
Fall 2019,ECON,215,Money and Banking,4,"FRANKO, L",45,1,2,3,0,2,2,2,12,0,5,6,1,9,0,2.155555556
Fall 2019,ECON,229,Hist Bus/Fin 1850-Pres,1,"NIX, J",30,2,8,4,2,4,3,2,1,0,1,0,1,2,0,3.207142857
Fall 2019,ECON,232,Economics of Climate Change,1,"BELFIELD, C",46,4,7,1,4,7,3,8,3,0,3,3,1,2,0,2.784090909
Fall 2019,ECON,233,Globalization Now and Then,1,"ARROYO ABAD, A",18,0,2,2,3,1,2,2,2,1,1,0,1,0,1,2.75
Fall 2019,ECON,242,Regulation Amer Busin,2,"ZHAO, Y",30,2,2,4,4,3,2,2,3,0,3,1,2,2,0,2.682142857
Fall 2019,ECON,246,Urban Economics,1,"DE BALANZO JOUE, R",35,8,8,3,4,2,3,2,0,0,1,0,0,1,3,3.506451613
Fall 2019,ECON,249,Stat: Econ & Business,7,"XI, Z",47,0,15,5,12,9,3,2,1,0,0,0,0,0,0,3.4
Fall 2019,ECON,249,Stats in Economics & Business,8,"SILATCHOM FOYOU, F",11,2,1,0,3,2,1,1,0,0,0,0,0,0,1,3.29
Fall 2019,ECON,249,Stat: Econ & Business,3,"SILATCHOM FOYOU, F",60,4,5,3,10,5,5,8,6,0,5,0,2,6,1,2.783018868
Fall 2019,ECON,249,Stat: Econ & Business,2,"HULL, G",45,0,2,7,5,1,5,7,9,0,5,1,1,1,1,2.569767442
Fall 2019,ECON,249,Stat: Econ & Business,1,"FARBER, J",39,0,0,2,7,3,0,9,3,0,2,4,1,6,2,2.374193548
Fall 2019,ECON,249,Stat: Econ & Business,4,"WITHANACHCHI, V",86,0,5,2,4,9,10,9,15,0,13,2,10,5,2,2.144303797
Fall 2019,ECON,249,Stat: Econ & Business,5,"WITHANACHCHI, V",45,1,3,1,0,3,2,4,8,0,8,0,9,4,2,1.869230769
Fall 2019,ECON,326,International Economics,1,"FELICIANO, Z",45,4,2,3,7,6,7,6,3,0,4,2,0,0,1,2.811363636
Fall 2019,ECON,328,International Finance,1,"DEVEREUX, J",35,1,0,2,0,3,7,2,5,0,0,5,7,3,0,1.840625
Fall 2019,ECON,382,Introduction to Econometrics,1,"ASIF, S",20,1,4,2,3,4,1,0,2,0,0,1,0,2,0,3.166666667
Fall 2019,ECON,382,Introduction to Econometrics,8,"YOO, S",24,2,1,0,3,8,7,1,1,0,0,0,0,1,0,3.004347826
Fall 2019,ECON,382,Introduction to Econometrics,9,"SILATCHOM FOYOU, F",25,2,1,3,1,4,2,3,2,0,2,0,1,3,1,2.766666667
Fall 2019,ECON,382,Introduction to Econometrics,3,"MA, Z",24,1,2,3,0,4,4,2,2,0,2,1,1,2,0,2.677272727
Fall 2019,ECON,382,Introduction to Econometrics,7,"YANG, Y",17,2,0,5,2,1,0,0,1,0,0,0,4,2,0,2.54
Fall 2019,ECON,382,Introduction to Econometrics,5,"PAIZIS, A",28,0,1,0,3,3,5,2,0,0,1,4,0,8,1,2.457894737
Fall 2019,ECON,382,Introduction to Econometrics,6,"WANG, T",17,1,2,1,2,3,0,1,1,0,2,0,3,1,0,2.4375
Fall 2019,ECON,382,Introduction to Econometrics,2,"GABEL, D",23,0,1,3,0,2,2,3,5,0,1,1,1,2,2,2.426315789
Fall 2019,ECON,382,Introduction to Econometrics,4,"GABEL, D",14,0,1,0,0,3,1,2,4,0,1,1,0,1,0,2.384615385
Fall 2019,ECON,382,Introduction to Econometrics,4,"MYRTHIL, R",14,0,1,0,0,3,1,2,4,0,1,1,0,1,0,2.384615385
Fall 2019,ECON,387,Advanced Econometrics,1,"TASPINAR, S",13,1,3,3,3,0,0,0,0,0,0,0,1,2,0,3.363636364
Fall 2019,ECON,715,Corporate Finance,1,"WAGNER, J",66,15,27,11,5,2,0,1,0,0,0,0,0,1,4,3.827868852
Fall 2019,ECPCE,700,Foundations of Counseling,2,"SINGH, M",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,ECPCE,700,Foundations of Counseling.,1,"GORDILLO, F",14,6,2,2,2,2,0,0,0,0,0,0,0,0,0,3.714285714
Fall 2019,ECPCE,701,Lab in Self Awareness.,1,"KYLE, J",13,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0
Fall 2019,ECPCE,701,Lab in Self Awareness.,3,"MICEK, J",10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Fall 2019,ECPCE,701,Lab in Self Awareness.,4,"DEALY, M",17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
